Year,estimates start after,country,subject descriptor,units,Value,scale,country/series-specific notes
2028,2022,Cambodia,"Gross domestic product corresponding to fiscal year, current prices",National currency,273110.41,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2028,2022,Cambodia,Current account balance,U.S. dollars,-2.23,Billions,"Source: Central Bank Latest actual data: 2023 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Cambodian riel Data last updated: 09/2024"
2028,2022,Cambodia,Current account balance,Percent of GDP,-3.38,Units,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars)."
2029,2022,Cambodia,"Gross domestic product, constant prices",National currency,202576.11,Billions,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014. Data prior to 2000 are based on a different base year (2000 prices) and estimated by IMF staff using splicing methods to avoid breaks in the data. These estimates continue to serve as proxies for historical series when complete information is unavailable. Chain-weighted: No Primary domestic currency: Cambodian riel Data last updated: 09/2024
2029,2022,Cambodia,"Gross domestic product, constant prices",Percent change,6.0,Units,"See notes for:  Gross domestic product, constant prices (National currency)."
2029,2022,Cambodia,"Gross domestic product, current prices",National currency,297733.52,Billions,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014. Data prior to 2000 are based on a different base year (2000 prices) and estimated by IMF staff using splicing methods to avoid breaks in the data. These estimates continue to serve as proxies for historical series when complete information is unavailable. Chain-weighted: No Primary domestic currency: Cambodian riel Data last updated: 09/2024
2029,2022,Cambodia,"Gross domestic product, current prices",U.S. dollars,71.76,Billions,"See notes for:  Gross domestic product, current prices (National currency)."
2029,2022,Cambodia,"Gross domestic product, current prices",Purchasing power parity; international dollars,205.13,Billions,"See notes for:  Gross domestic product, current prices (National currency)."
2029,2022,Cambodia,"Gross domestic product, deflator",Index,146.97,Units,"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency)."
2029,2022,Cambodia,"Gross domestic product per capita, constant prices",National currency,11217874.19,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons)."
2029,2022,Cambodia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,9127.2,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons)."
2029,2022,Cambodia,"Gross domestic product per capita, current prices",National currency,16487320.69,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."
2029,2022,Cambodia,"Gross domestic product per capita, current prices",U.S. dollars,3973.86,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."
2029,2022,Cambodia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,11359.16,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."
2029,2022,Cambodia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,0.08,Units,"See notes for:  Gross domestic product, current prices (National currency)."
2029,2022,Cambodia,Implied PPP conversion rate,National currency per current international dollar,1451.46,Units,"See notes for:  Gross domestic product, current prices (National currency)."
2029,2022,Cambodia,Total investment,Percent of GDP,32.51,Units,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014. Data prior to 2000 are based on a different base year (2000 prices) and estimated by IMF staff using splicing methods to avoid breaks in the data. These estimates continue to serve as proxies for historical series when complete information is unavailable. Chain-weighted: No Primary domestic currency: Cambodian riel Data last updated: 09/2024
2029,2022,Cambodia,Gross national savings,Percent of GDP,29.5,Units,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014. Data prior to 2000 are based on a different base year (2000 prices) and estimated by IMF staff using splicing methods to avoid breaks in the data. These estimates continue to serve as proxies for historical series when complete information is unavailable. Chain-weighted: No Primary domestic currency: Cambodian riel Data last updated: 09/2024
2029,2022,Cambodia,"Inflation, average consumer prices",Index,234.54,Units,Source: National Statistics Office Latest actual data: 2023 Harmonized prices: No Base year: 2006. October-December 2006=100 Primary domestic currency: Cambodian riel Data last updated: 09/2024
2029,2022,Cambodia,"Inflation, average consumer prices",Percent change,3.0,Units,"See notes for:  Inflation, average consumer prices (Index)."
2029,2022,Cambodia,"Inflation, end of period consumer prices",Index,238.37,Units,Source: National Statistics Office Latest actual data: 2023 Harmonized prices: No Base year: 2006. October-December 2006=100 Primary domestic currency: Cambodian riel Data last updated: 09/2024
2029,2022,Cambodia,"Inflation, end of period consumer prices",Percent change,3.0,Units,"See notes for:  Inflation, end of period consumer prices (Index)."
2029,2022,Cambodia,Volume of imports of goods and services,Percent change,6.98,Units,"Source: National Statistics Office Latest actual data: 2023 Base year: 2010 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: Does not include cross border trade Oil coverage: Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Cambodian riel Data last updated: 09/2024"
